UniprotID	ProteinName	Gene
Q06055	ATPase family AAA domain-containing protein 2 (EC 3.6.1.-) (AAA nuclear coregulator cancer-associated protein) (ANCCA)	ATP5MC2
Q6PL18	C-type lectin domain family 12 member A (C-type lectin-like molecule 1) (CLL-1) (Dendritic cell-associated lectin 2) (DCAL-2) (Myeloid inhibitory C-type lectin-like receptor) (MICL) (CD antigen CD371)	ATAD2
Q5QGZ9	Cyclic AMP-dependent transcription factor ATF-5 (cAMP-dependent transcription factor ATF-5) (Activating transcription factor 5) (Transcription factor ATFx)	CLEC12A
Q9Y2D1	Autophagy-related protein 2 homolog A	ATF5
Q2TAZ0	CTD nuclear envelope phosphatase 1 (EC 3.1.3.16) (Serine/threonine-protein phosphatase dullard)	ATG2A
O95476	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	CTDNEP1
A5YKK6	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT1
O95628	CCR4-NOT transcription complex subunit 8 (EC 3.1.13.4) (CAF1-like protein) (CALIFp) (CAF2) (CCR4-associated factor 8) (Caf1b)	CNOT4
Q9UFF9	Ciliary neurotrophic factor (CNTF)	CNOT8
P26441	Centlein (Centrosomal protein)	CNTF
Q9NXG0	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)	CNTLN
Q8N137	"ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)"	CNTROB
P48047	Type-1 angiotensin II receptor-associated protein (AT1 receptor-associated protein)	ATP5PO
Q6RW13	Attractin (DPPT-L) (Mahogany homolog)	AGTRAP
O75882	A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-)	ATRN
P58397	A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5) (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 11) (ADAM-TS 11) (ADAMTS-11) (ADMP-2) (Aggrecanase-2)	ADAMTS12
Q9UNA0	A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-)	ADAMTS5
Q9P2N4	A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-)	ADAMTS9
Q8WXS8	A disintegrin and metalloproteinase with thrombospondin motifs 1 (ADAM-TS 1) (ADAM-TS1) (ADAMTS-1) (EC 3.4.24.-) (METH-1)	ADAMTS14
Q9UHI8	Collagen alpha-1(XIV) chain (Undulin)	ADAMTS1
Q05707	Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)]	COL14A1
P39059	Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	COL15A1
Q92934	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAD
P46379	Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Protein BAP2) (Fas ligand-associated factor 3) (FLAF3) (Insulin receptor substrate p53/p58) (IRS-58) (IRSp53/58) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53)	BAG6
Q9UQB8	Bromodomain adjacent to zinc finger domain protein 2B (hWALp4)	BAIAP2
Q9UIF8	"Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)"	BAZ2B
P54687	"Beta,beta-carotene 9',10'-oxygenase (EC 1.13.11.71) (B-diox-II) (Beta-carotene dioxygenase 2)"	BCAT1
Q9BYV7	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)"	BCO2
Q5HYK3	3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (Oxidoreductase UCPA) (R-beta-hydroxybutyrate dehydrogenase) (Short chain dehydrogenase/reductase family 15C member 1)	COQ5
Q9BUT1	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)	BDH2
A6H8Y1	Amphiregulin (AR) (Colorectum cell-derived growth factor) (CRDGF)	BDP1
P15514	Probable phospholipid-transporting ATPase IM (EC 7.6.2.1) (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4)	AREG
Q8TF62	C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299)	ATP8B4
Q9H2X3	C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1)	CLEC4M
Q9NY25	Chloride transport protein 6 (Chloride channel protein 6) (ClC-6)	CLEC5A
P51797	Claudin-17	CLCN6
P56750	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLDN17
Q96DZ5	CMRF35-like molecule 1 (CLM-1) (CD300 antigen-like family member F) (Immune receptor expressed on myeloid cells 1) (IREM-1) (Immunoglobulin superfamily member 13) (IgSF13) (NK inhibitory receptor) (CD antigen CD300f)	CLIP3
Q8TDQ1	CMRF35-like molecule 9 (CLM-9) (CD300 antigen-like family member G) (Triggering receptor expressed on myeloid cells 4) (TREM-4) (CD antigen CD300g)	CD300LF
Q6UXG3	"Citramalyl-CoA lyase, mitochondrial (EC 4.1.3.25) ((3S)-malyl-CoA thioesterase) (EC 3.1.2.30) (Beta-methylmalate synthase) (EC 2.3.3.-) (Citrate lyase subunit beta-like protein) (Citrate lyase beta-like) (Malate synthase) (EC 2.3.3.9)"	CD300LG
Q8N0X4	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (HMTr2) (MTr2) (FtsJ methyltransferase domain-containing protein 1) (Protein adrift homolog)	CLYBL
Q8IYT2	Cardiomyopathy-associated protein 5 (Dystrobrevin-binding protein 2) (Genethonin-3) (Myospryn) (SPRY domain-containing protein 2) (Tripartite motif-containing protein 76)	CMTR2
Q8N3K9	"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)"	CMYA5
P09543	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Carnosine dipeptidase II) (Epididymis secretory protein Li 13) (Glutamate carboxypeptidase-like protein 1) (Peptidase A)	CNP
Q96KP4	CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2)	CNDP2
Q9NZN8	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	CNOT2
P34972	Consortin	CNR2
Q6PJW8	Contactin-5 (Neural recognition molecule NB-2) (hNB-2)	CNST
O94779	Zinc finger protein 268 (Zinc finger protein HZF3)	CNTN5
Q14587	Zinc finger protein 473 (Zinc finger protein 100 homolog) (Zfp-100)	ZNF268
Q8WTR7	Protein Z-dependent protease inhibitor (PZ-dependent protease inhibitor) (PZI) (Serpin A10)	ZNF473
Q9UK55	ZW10 interactor (ZW10-interacting protein 1) (Zwint-1)	SERPINA10
O95229	Zinc finger and BTB domain-containing protein 38	ZWINT
Q8NAP3	Zinc finger protein 540	ZBTB38
Q8NDQ6	Zinc transporter 8 (ZnT-8) (Solute carrier family 30 member 8)	ZNF540
Q8IWU4	Zinc finger protein 655 (Vav-interacting Krueppel-like protein)	SLC30A8
Q8N720	Zinc finger protein 675 (TRAF6-binding zinc finger protein) (TRAF6-inhibitory zinc finger protein)	ZNF655
Q8TD23	Palmitoyltransferase ZDHHC13 (EC 2.3.1.225) (Huntingtin-interacting protein 14-related protein) (HIP14-related protein) (Huntingtin-interacting protein HIP3RP) (Putative MAPK-activating protein PM03) (Putative NF-kappa-B-activating protein 209) (Zinc finger DHHC domain-containing protein 13) (DHHC-13)	ZNF675
Q8IUH4	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	ZDHHC13
Q5VZL5	Zinc finger MYM-type protein 5 (Zinc finger protein 198-like 1) (Zinc finger protein 237)	ZMYM4
Q9UJ78	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZMYM5
P17028	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF24
Q96NB3	Zona pellucida sperm-binding protein 2 (Zona pellucida glycoprotein 2) (Zp-2) (Zona pellucida protein A) [Cleaved into: Processed zona pellucida sperm-binding protein 2]	ZNF830
Q05996	Zinc finger HIT domain-containing protein 1 (Cyclin-G1-binding protein 1) (Zinc finger protein subfamily 4A member 1) (p18 Hamlet)	ZP2
O43257	Zinc finger and BTB domain-containing protein 49 (Zinc finger protein 509)	ZNHIT1
Q6ZSB9	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	ZBTB49
Q15911	Zinc fingers and homeoboxes protein 2 (Alpha-fetoprotein regulator 1) (AFP regulator 1) (Regulator of AFP) (Zinc finger and homeodomain protein 2)	ZFHX3
Q9Y6X8	Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)	ZHX2
Q14966	Zona pellucida sperm-binding protein 4 (Zona pellucida glycoprotein 4) (Zp-4) (Zona pellucida protein B) [Cleaved into: Processed zona pellucida sperm-binding protein 4]	ZNF638
Q12836	Zyxin (Zyxin-2)	ZP4
Q15942	Zinc finger FYVE domain-containing protein 16 (Endofin) (Endosome-associated FYVE domain protein)	ZYX
Q7Z3T8	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	ZFYVE16
O43670	Neurotrophin receptor-interacting factor homolog (Zinc finger protein 274) (Zinc finger protein HFB101) (Zinc finger protein with KRAB and SCAN domains 19) (Zinc finger protein zfp2) (Zf2)	ZNF207
Q96GC6	Zinc finger and SCAN domain-containing protein 26 (Protein SRE-ZBP) (Zinc finger protein 187)	ZNF274
Q16670	Tissue-resident T-cell transcription regulator protein ZNF683 (Homolog of Blimp-1 in T-cell) (Hobit) (Zinc finger protein 683)	ZSCAN26
Q8IZ20	E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)	ZNF683
Q86UK7	Zinc-activated ligand-gated ion channel (Ligand-gated ion channel zinc-activated 1) (Ligand-gated ion-channel receptor L2)	ZNF598
Q401N2	Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3)	ZACN
Q9H4I2	Zinc finger protein 202 (Zinc finger protein with KRAB and SCAN domains 10)	ZHX3
O95125	Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1)	ZNF202
Q07157	Centromere/kinetochore protein zw10 homolog	TJP1
O43264	Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1)	ZW10
Q9H171	Zinc finger and BTB domain-containing protein 21 (Zinc finger protein 295)	ZBP1
Q9ULJ3	Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein)	ZBTB21
Q8N5A5	Zinc finger protein 175 (Zinc finger protein OTK18)	ZGPAT
Q9Y473	Zinc finger protein 366 (Dendritic cell-specific transcript protein) (DC-SCRIPT)	ZNF175
Q8N895	DNA annealing helicase and endonuclease ZRANB3 (Annealing helicase 2) (AH2) (Zinc finger Ran-binding domain-containing protein 3) [Includes: DNA annealing helicase ZRANB3 (EC 3.6.4.-); Endonuclease ZRANB3 (EC 3.1.-.-)]	ZNF366
Q5FWF4	Zinc finger protein 224 (Bone marrow zinc finger 2) (BMZF-2) (Zinc finger protein 233) (Zinc finger protein 255) (Zinc finger protein 27) (Zinc finger protein KOX22)	ZRANB3
Q9NZL3	Zinc finger protein 64 (Zfp-64) (Zinc finger protein 338)	ZNF224
Q9NPA5	Zinc finger protein 350 (KRAB zinc finger protein ZFQR) (Zinc finger and BRCA1-interacting protein with a KRAB domain 1) (Zinc finger protein ZBRK1)	ZFP64
Q9GZX5	Zinc finger protein 446 (Zinc finger protein with KRAB and SCAN domains 20)	ZNF350
Q9NWS9	Zinc finger protein 219	ZNF446
Q9P2Y4	Tyrosine-protein kinase Fyn (EC 2.7.10.2) (Proto-oncogene Syn) (Proto-oncogene c-Fyn) (Src-like kinase) (SLK) (p59-Fyn)	ZNF219
P06241	Fragile X mental retardation syndrome-related protein 2	FYN
P51116	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (HuGBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	FXR2
P32455	Gamma-aminobutyric acid receptor subunit theta (GABA(A) receptor subunit theta)	GBP1
Q9UN88	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	GABRQ
Q14397	Polypeptide N-acetylgalactosaminyltransferase 13 (EC 2.4.1.41) (Polypeptide GalNAc transferase 13) (GalNAc-T13) (pp-GaNTase 13) (Protein-UDP acetylgalactosaminyltransferase 13) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 13)	GCKR
Q8IUC8	Pro-glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide (GRPP); Oxyntomodulin (OXM) (OXY); Glucagon; Glucagon-like peptide 1 (GLP-1) (Incretin hormone); Glucagon-like peptide 1(7-37) (GLP-1(7-37)); Glucagon-like peptide 1(7-36) (GLP-1(7-36)); Glucagon-like peptide 2 (GLP-2)]	GALNT13
P01275	Chromatin-remodeling ATPase INO80 (hINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80) (INO80 complex subunit A)	GCG
Q9ULG1	"Alpha-(1,3)-fucosyltransferase 7 (EC 2.4.1.-) (Fucosyltransferase 7) (Fucosyltransferase VII) (Fuc-TVII) (FucT-VII) (Galactoside 3-L-fucosyltransferase) (Selectin ligand synthase)"	INO80
Q11130	Frizzled-1 (Fz-1) (hFz1) (FzE1)	FUT7
Q9UP38	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)	FZD1
P21217	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	FUT3
O60841	G-protein coupled receptor 37-like 1 (Endothelin B receptor-like protein 2) (ETBR-LP-2)	EIF5B
O60883	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)	GPR37L1
Q8N4A0	Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP)	GALNT4
Q9H227	"Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (EC 2.4.1.-) (Forssman glycolipid synthase-like protein)"	GBA3
Q8N5D6	Guanylate-binding protein 2 (EC 3.6.5.-) (GTP-binding protein 2) (GBP-2) (HuGBP-2) (Guanine nucleotide-binding protein 2) (Interferon-induced guanylate-binding protein 2)	GBGT1
P32456	Intron Large complex component GCFC2 (GC-rich sequence DNA-binding factor) (GC-rich sequence DNA-binding factor 2) (Transcription factor 9) (TCF-9)	GBP2
P16383	Inhibitor of Bruton tyrosine kinase (IBtk)	GCFC2
Q9P2D0	Zinc finger protein GLI1 (Glioma-associated oncogene) (Oncogene GLI)	IBTK
P08151	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)	GLI1
P20042	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase (EC 2.4.1.102) (Core 2-branching enzyme) (Core2-GlcNAc-transferase) (C2GNT) (Core 2 GNT)"	EIF2S2
Q02742	Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54)	GCNT1
P05362	Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102)	ICAM1
P13598	Intercellular adhesion molecule 3 (ICAM-3) (CDw50) (ICAM-R) (CD antigen CD50)	ICAM2
P32942	Intercellular adhesion molecule 4 (ICAM-4) (Landsteiner-Wiener blood group glycoprotein) (LW blood group protein) (CD antigen CD242)	ICAM3
Q14773	Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin)	ICAM4
Q9UMF0	Little elongation complex subunit 1 (Interactor of little elongator complex ELL subunit 1)	ICAM5
Q9Y2F5	ICOS ligand (B7 homolog 2) (B7-H2) (B7-like protein Gl50) (B7-related protein 1) (B7RP-1) (CD antigen CD275)	ICE1
O75144	"Peptidyl-tRNA hydrolase ICT1, mitochondrial (EC 3.1.1.29) (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein) (Mitochondrial large ribosomal subunit protein mL62)"	ICOSLG
Q14197	DNA-binding protein inhibitor ID-1 (Class B basic helix-loop-helix protein 24) (bHLHb24) (Inhibitor of DNA binding 1) (Inhibitor of differentiation 1)	MRPL58
P41134	DNA-binding protein inhibitor ID-3 (Class B basic helix-loop-helix protein 25) (bHLHb25) (Helix-loop-helix protein HEIR-1) (ID-like protein inhibitor HLH 1R21) (Inhibitor of DNA binding 3) (Inhibitor of differentiation 3)	ID1
Q02535	Immediate early response gene 5 protein	ID3
Q5VY09	Radiation-inducible immediate-early gene IEX-1 (Differentiation-dependent gene 2 protein) (Protein DIF-2) (Immediate early protein GLY96) (Immediate early response 3 protein) (PACAP-responsive gene 1 protein) (Protein PRG1)	IER5
P46695	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IER3
Q16666	Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	IFI16
P43220	Fibroblast growth factor receptor substrate 2 (FGFR substrate 2) (FGFR-signaling adaptor SNT) (Suc1-associated neurotrophic factor target 1) (SNT-1)	GLP1R
Q8WU20	Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)	FRS2
Q9BTY2	"FYN-binding protein 2 (Activation-dependent, raft-recruited ADAP-like phosphoprotein)"	FUCA2
Q5VWT5	"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)"	FYB2
O14556	Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1)	GAPDHS
Q8N1C3	fMet-Leu-Phe receptor (fMLP receptor) (N-formyl peptide receptor) (FPR) (N-formylpeptide chemoattractant receptor)	GABRG1
P21462	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	FPR1
Q10471	Gamma-aminobutyric acid receptor-associated protein-like 2 (GABA(A) receptor-associated protein-like 2) (Ganglioside expression factor 2) (GEF-2) (General protein transport factor p16) (Golgi-associated ATPase enhancer of 16 kDa) (GATE-16) (MAP1 light chain 3-related protein)	GALNT2
P60520	Fanconi anemia core complex-associated protein 20 (FANCA-associated protein of 20 kDa) (Fanconi anemia-associated protein of 20 kDa)	GABARAPL2
Q6NZ36	Fas-binding factor 1 (FBF-1) (Protein albatross)	FAAP20
Q8TES7	"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]"	FBF1
Q14517	High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64)	FAT1
P12314	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)	FCGR1A
